	 qseqid    	 sseqid       	 bitscore 	 qcovs 	 scov 	 bitscore 	 qcovs 	 scov 	
	 NP_416530 	 WP_038491280 	     84.3 	    59 	   81 	     84.3 	    81 	   60 	
	 NP_418623 	 WP_003496832 	     84.3 	    91 	   82 	     84.3 	    83 	   90 	
	 NP_417073 	 WP_013636470 	       84 	    96 	   97 	       84 	    96 	   98 	
	 NP_417770 	 WP_003495195 	       84 	    85 	   91 	       84 	    91 	   84 	
	 NP_418286 	 WP_038490643 	     83.6 	    85 	   59 	     83.6 	    59 	   86 	
	 NP_415299 	 WP_004431604 	     83.6 	    77 	   82 	     83.6 	    75 	   77 	
	 NP_415788 	 WP_025592532 	     83.6 	    49 	   62 	     83.2 	    61 	   50 	
	 NP_414702 	 WP_003515612 	     83.2 	    93 	  120 	     83.2 	    88 	   96 	
	 NP_416396 	 WP_013636814 	     82.8 	    93 	   98 	     82.8 	    98 	   93 	
	 NP_416396 	 WP_003493773 	     82.8 	    91 	   96 	     82.8 	    96 	   90 	
	 NP_418066 	 WP_003516359 	     82.8 	    78 	   76 	     89.7 	    76 	   78 	
	 NP_418108 	 WP_038489661 	     82.4 	    62 	   50 	     82.4 	    50 	   62 	
	 NP_416989 	 WP_025594597 	     82.4 	    34 	   35 	     82.4 	    34 	   35 	
	 NP_414974 	 WP_003496481 	     82.4 	   100 	   98 	     92.8 	    99 	  100 	
	 NP_416608 	 WP_003494395 	       82 	   100 	  100 	       82 	   100 	  100 	
	 NP_417167 	 WP_019565299 	       82 	    91 	   93 	       82 	    92 	   91 	
	 NP_417421 	 WP_038489928 	       82 	    99 	  106 	     95.5 	    98 	  107 	
	 NP_415169 	 WP_003516464 	       82 	    99 	  101 	       82 	    99 	  104 	
	 NP_416468 	 WP_025594240 	     81.6 	    86 	   89 	     70.5 	    91 	   90 	
	 NP_418393 	 WP_019565461 	     81.6 	    56 	   71 	       79 	    68 	   66 	
	 NP_415214 	 WP_038494625 	     81.3 	    91 	   98 	     81.3 	    74 	   78 	
	 NP_417693 	 WP_003516533 	     81.3 	    80 	   88 	     81.3 	    87 	   80 	
	 NP_418006 	 WP_038495458 	     81.3 	    82 	   79 	     81.3 	    79 	   81 	
	 NP_418593 	 WP_003496145 	     80.9 	    75 	   96 	     80.9 	    96 	   75 	
	 NP_415021 	 WP_003511454 	     80.9 	    94 	   94 	     73.6 	    83 	   86 	
	 NP_416360 	 WP_038495016 	     80.9 	    74 	   76 	     80.1 	    76 	   81 	
	 NP_414949 	 WP_025593086 	     80.5 	    88 	   97 	     80.5 	    94 	   92 	
	 NP_416141 	 WP_038497362 	     80.5 	    71 	   73 	     80.5 	    72 	   72 	
	 NP_417100 	 WP_003516612 	     80.5 	    98 	   64 	     80.9 	    62 	   95 	
	 NP_418532 	 WP_003512732 	     80.1 	    86 	   99 	     80.1 	    97 	   89 	
	 NP_417384 	 WP_038495542 	     79.7 	    57 	   65 	     79.7 	    59 	   58 	
	 NP_417297 	 WP_038489237 	     79.7 	    51 	   44 	     79.3 	    43 	   45 	
	 NP_416565 	 WP_013636909 	     79.7 	    86 	   88 	     79.7 	    86 	   95 	
	 NP_415902 	 WP_050923926 	     79.7 	    95 	   85 	     79.7 	    83 	   98 	
	 NP_417572 	 WP_038489968 	     79.7 	    95 	   93 	     79.7 	    93 	  106 	
	 NP_416286 	 WP_038489318 	     79.7 	    94 	   96 	     79.7 	    95 	  100 	
	 YP_588477 	 WP_003512746 	     79.3 	   100 	  100 	     67.4 	   100 	  100 	
	 NP_417153 	 WP_003513586 	     79.3 	    86 	   79 	     79.3 	    79 	   85 	
	 NP_416791 	 WP_003512653 	       79 	    82 	   99 	       79 	    99 	   81 	
	 NP_417625 	 WP_038491328 	     78.6 	    73 	   76 	     78.6 	    75 	   76 	
	 NP_418034 	 WP_003516529 	     78.6 	    84 	   75 	     86.7 	    81 	   91 	
	 NP_416203 	 WP_038491260 	     78.2 	    95 	   89 	     74.3 	    81 	   90 	
	 NP_417777 	 WP_003495178 	     77.8 	    93 	   95 	     77.8 	    95 	   93 	
	 NP_416523 	 WP_004432208 	       77 	    72 	  102 	       77 	    99 	   78 	
	 NP_417159 	 WP_013635213 	       77 	    89 	   98 	       77 	    99 	   88 	
	 NP_416034 	 WP_038495838 	       77 	    86 	  100 	       77 	    97 	   96 	
	 NP_415831 	 WP_038494541 	     76.6 	    54 	   53 	     76.6 	    53 	   54 	
	 NP_417504 	 WP_038489719 	     76.6 	    69 	   73 	     64.3 	    73 	   70 	
	 NP_417174 	 WP_003510639 	     76.3 	    89 	   92 	     76.3 	    92 	   94 	
	 NP_417039 	 WP_038496706 	     76.3 	    84 	   87 	     76.3 	    81 	   86 	
	 NP_415457 	 WP_038497343 	     76.3 	    95 	   95 	     69.3 	    63 	   65 	
	 NP_414987 	 WP_038492089 	     76.3 	    55 	   40 	     76.3 	    40 	   55 	
	 NP_418012 	 WP_003514335 	     75.9 	    71 	   72 	     75.9 	    72 	   71 	
	 NP_415138 	 WP_003512980 	     75.9 	    76 	   71 	     75.9 	    71 	   82 	
	 NP_415001 	 WP_003514002 	     75.5 	    90 	   97 	     85.9 	    97 	   92 	
	 NP_418700 	 WP_004431628 	     75.5 	    58 	   65 	     88.6 	    75 	   68 	
	 NP_417397 	 WP_003513348 	     75.5 	    93 	   98 	     76.6 	    96 	   98 	
	 NP_416752 	 WP_013636292 	     75.1 	    41 	   62 	     75.1 	    61 	   41 	
	 NP_416321 	 WP_013635371 	     74.7 	    56 	   59 	     75.5 	    60 	   57 	
	 NP_418115 	 WP_038495029 	     74.7 	    89 	   90 	       77 	    98 	  101 	
	 NP_418621 	 WP_003512373 	     74.7 	    69 	   59 	       79 	    83 	  100 	
	 NP_418003 	 WP_038495455 	     74.3 	    97 	   84 	     85.9 	    75 	  102 	
	 NP_415575 	 WP_038490947 	     74.3 	    98 	   88 	     82.8 	    88 	  100 	
	 NP_414597 	 WP_013636520 	     74.3 	    81 	   90 	     72.8 	    80 	   82 	
	 NP_415894 	 WP_038490286 	     73.9 	   100 	  106 	     73.9 	   100 	  100 	
	 NP_415510 	 WP_003494703 	     73.9 	    89 	   90 	     73.9 	    90 	   91 	
	 NP_416862 	 WP_019565368 	     73.9 	    98 	   91 	     73.9 	    91 	  108 	
	 NP_416690 	 WP_013636594 	     73.9 	    99 	   45 	     73.9 	    45 	   97 	
	 NP_416159 	 WP_003512359 	     73.2 	    90 	   85 	     73.2 	    85 	   89 	
	 NP_414596 	 WP_013635844 	     73.2 	    16 	   17 	     73.2 	    17 	   17 	
	 NP_417298 	 WP_003511816 	     73.2 	    13 	   29 	     73.6 	    29 	   13 	
	 NP_415621 	 WP_019565530 	     72.8 	    97 	   82 	     65.5 	    80 	   99 	
	 NP_415390 	 WP_003514695 	     72.8 	    50 	   74 	     72.8 	    74 	   51 	
	 NP_415115 	 WP_038494921 	     72.8 	    60 	   54 	     72.8 	    54 	   62 	
	 NP_416241 	 WP_003511772 	       72 	    83 	   83 	       72 	    81 	   83 	
	 NP_418632 	 WP_038490342 	     71.6 	    85 	   88 	     70.5 	    84 	   86 	
	 NP_417696 	 WP_038496618 	     71.6 	    73 	   71 	     71.6 	    71 	   75 	
	 NP_418351 	 WP_003513264 	     71.6 	    64 	   62 	     71.6 	    62 	   79 	
	 NP_417099 	 WP_003516610 	     71.6 	    91 	   89 	     83.2 	    85 	   92 	
	 NP_416403 	 WP_019564303 	     71.2 	    74 	   12 	     79.3 	    50 	   17 	
	 NP_415597 	 WP_003515062 	     70.9 	    76 	   81 	     67.8 	    81 	   83 	
	 NP_416456 	 WP_025592471 	     70.9 	    58 	   46 	     70.9 	    46 	   60 	
	 NP_418341 	 WP_038496369 	     70.9 	    36 	   31 	     70.9 	    31 	   36 	
	 NP_417424 	 WP_003512731 	     70.5 	    93 	   81 	     70.5 	    81 	   93 	
	 NP_415565 	 WP_038494162 	     70.5 	    34 	   34 	     84.3 	    94 	   95 	
	 NP_414730 	 WP_038494221 	     70.5 	    44 	   44 	     70.9 	    44 	   46 	
	 NP_415243 	 WP_038489467 	     70.5 	    90 	   88 	     69.3 	    86 	   88 	
	 NP_416783 	 WP_003512680 	     70.5 	    96 	   89 	     70.5 	    85 	   99 	
	 NP_415812 	 WP_038491672 	     70.5 	    74 	   72 	     70.5 	    70 	   79 	
	 NP_415574 	 WP_038490955 	     70.1 	    73 	   76 	     70.1 	    74 	   74 	
	 NP_418223 	 WP_035251571 	     69.7 	    89 	   29 	     69.7 	    29 	   90 	
	 NP_414754 	 WP_003511228 	     69.7 	    69 	   67 	     69.7 	    67 	   74 	
	 NP_415951 	 WP_038489518 	     69.7 	    95 	   94 	     69.7 	    95 	  102 	
	 NP_417243 	 WP_003512935 	     69.7 	    86 	   99 	     69.7 	    93 	   96 	
	 NP_416925 	 WP_038495626 	     69.3 	    82 	   98 	     75.5 	    91 	   88 	
	 NP_414950 	 WP_013635887 	     69.3 	   100 	   92 	     64.7 	    84 	  101 	
	 NP_414941 	 WP_003515350 	     69.3 	    93 	   91 	     69.3 	    91 	   95 	
	 NP_416548 	 WP_038493560 	     68.9 	    50 	   48 	     64.7 	    39 	   45 	
	 NP_416476 	 WP_038496439 	     68.9 	    81 	   92 	     68.9 	    90 	   91 	
	 NP_418136 	 WP_038495338 	     68.9 	    33 	   33 	     68.9 	    33 	   32 	
	 NP_418467 	 WP_003512859 	     68.9 	    96 	   99 	     68.9 	    98 	  117 	
	 NP_417897 	 WP_003510945 	     68.9 	    48 	   45 	     68.9 	    44 	   49 	
	 NP_415981 	 WP_025593313 	     68.6 	    94 	   97 	     75.9 	    94 	  100 	
	 NP_415981 	 WP_038494556 	     68.6 	    90 	  102 	     68.6 	    91 	   96 	
	 NP_415249 	 WP_013636889 	     68.6 	    96 	   96 	     68.6 	    95 	   96 	
	 NP_418421 	 WP_038494035 	     68.2 	    61 	   60 	     67.8 	    60 	   63 	
	 NP_416382 	 WP_038495949 	     68.2 	    64 	   75 	     68.2 	    73 	   66 	
	 NP_418812 	 WP_003511761 	     68.2 	    75 	   87 	     68.2 	    84 	   80 	
	 NP_415979 	 WP_038496375 	     67.4 	    90 	   93 	     67.4 	    86 	   90 	
	 YP_588472 	 WP_013636304 	     67.4 	    84 	   59 	     67.4 	    60 	   83 	
	 NP_417988 	 WP_003510860 	       67 	    48 	   51 	     82.4 	    50 	   49 	
	 NP_416554 	 WP_038493557 	       67 	    77 	   75 	     65.1 	    48 	   49 	
	 NP_418790 	 WP_003514785 	       67 	    79 	   75 	       67 	    76 	   83 	
	 NP_417859 	 WP_003516506 	       67 	    89 	   86 	       67 	    84 	   89 	
	 NP_415967 	 WP_013635630 	     66.6 	    90 	   89 	     66.6 	    85 	   91 	
	 NP_417165 	 WP_038497118 	     66.6 	    51 	   51 	       67 	    48 	   53 	
	 NP_418404 	 WP_025593259 	     66.2 	    57 	   76 	     82.4 	    78 	   61 	
	 NP_418346 	 WP_038489346 	     66.2 	    67 	   72 	     66.2 	    70 	   67 	
	 NP_418196 	 WP_038492606 	     65.9 	    85 	   91 	     65.9 	    88 	   90 	
	 NP_417741 	 WP_038490023 	     65.9 	    83 	   48 	     65.9 	    48 	   83 	
	 NP_418470 	 WP_025593459 	     65.9 	    73 	  100 	     65.9 	    96 	   78 	
	 NP_414969 	 WP_003511354 	     65.9 	    73 	   88 	     65.9 	    88 	   78 	
	 NP_416460 	 WP_003515118 	     65.5 	    80 	   85 	     41.6 	    85 	   81 	
	 NP_418564 	 WP_038489211 	     65.5 	    96 	   94 	     43.9 	    47 	   55 	
	 NP_414649 	 WP_010892448 	     64.7 	    25 	   36 	     64.7 	    36 	   25 	
	 NP_416256 	 WP_038494470 	     64.7 	    51 	   53 	     64.7 	    53 	   53 	
	 NP_415270 	 WP_003511385 	     64.7 	    32 	   25 	     65.5 	    25 	   31 	
	 NP_418093 	 WP_003496403 	     64.7 	   100 	  100 	     64.7 	   100 	  100 	
	 NP_417068 	 WP_046205675 	     64.3 	    92 	   91 	     64.3 	    86 	   95 	
	 NP_417771 	 WP_003495193 	     64.3 	    98 	   93 	     54.3 	    94 	   98 	
	 NP_418517 	 WP_038490777 	     64.3 	    67 	   61 	     64.3 	    62 	   67 	
	 NP_416369 	 WP_019566226 	     64.3 	    77 	   83 	     64.3 	    82 	   79 	
	 NP_418664 	 WP_003511636 	     64.3 	    98 	  100 	     64.3 	    95 	  102 	
	 NP_415298 	 WP_038490461 	     63.5 	    42 	   44 	     63.5 	    45 	   43 	
	 NP_418049 	 WP_038490584 	     63.5 	    95 	   97 	     63.5 	    94 	   95 	
	 NP_415858 	 WP_038490033 	     63.2 	    83 	   86 	     63.2 	    84 	   87 	
	 NP_416426 	 WP_003513606 	     63.2 	    25 	   25 	     63.2 	    26 	   25 	
	 NP_416254 	 WP_038494818 	     63.2 	    82 	   81 	     63.2 	    80 	   97 	
	 NP_417207 	 WP_013636707 	     62.8 	    60 	   92 	     62.8 	    91 	   64 	
	 NP_414665 	 WP_004431584 	     62.8 	    20 	   23 	     62.8 	    23 	   20 	
	 NP_414623 	 WP_003513235 	     62.8 	    73 	   76 	     62.4 	    76 	   73 	
	 NP_414701 	 WP_038489576 	     62.4 	    82 	   93 	     47.8 	    70 	   72 	
	 NP_417850 	 WP_038489489 	       62 	    56 	   47 	       62 	    47 	   60 	
	 NP_416442 	 WP_025593662 	       62 	    94 	   98 	       62 	    97 	   93 	
	 NP_418071 	 WP_025594653 	       62 	    57 	   48 	     62.4 	    47 	   60 	
	 NP_418094 	 WP_003509888 	       62 	    87 	   71 	       62 	    72 	   88 	
	 NP_417020 	 WP_003512782 	       62 	    75 	   82 	       62 	    82 	   78 	
	 NP_416816 	 WP_019565382 	       62 	    79 	   67 	       62 	    66 	   81 	
	 NP_416520 	 WP_038489593 	     61.2 	    96 	   99 	     58.5 	    94 	  105 	
	 NP_418551 	 WP_003513965 	     61.2 	    76 	   73 	     61.2 	    73 	   75 	
	 NP_418106 	 WP_003512234 	     61.2 	    98 	   73 	     60.5 	    45 	   65 	
	 NP_416099 	 WP_025592925 	     60.8 	    95 	   97 	       77 	    97 	   96 	
	 NP_414700 	 WP_035198131 	     60.8 	    56 	   45 	     60.8 	    44 	   61 	
	 NP_415124 	 WP_038497310 	     60.1 	    84 	   82 	     61.2 	    82 	   87 	
	 NP_417105 	 WP_038490804 	     59.7 	    51 	   59 	     59.7 	    56 	   52 	
	 NP_415692 	 WP_003510750 	     59.7 	    94 	   96 	     59.7 	    94 	   94 	
	 NP_417257 	 WP_003510936 	     59.7 	    53 	   47 	     59.7 	    42 	   53 	
	 NP_415767 	 WP_003516711 	     59.3 	   100 	  101 	     75.1 	    95 	  100 	
	 NP_416331 	 WP_003516318 	     59.3 	    38 	   91 	     60.1 	    90 	   37 	
	 NP_415740 	 WP_004431694 	     59.3 	    33 	   50 	     59.3 	    49 	   34 	
	 NP_416563 	 WP_051489724 	     58.9 	    74 	   23 	     70.9 	    35 	   77 	
	 NP_415437 	 WP_003511371 	     58.9 	    87 	   83 	     58.9 	    84 	   86 	
	 NP_417958 	 WP_003515444 	     58.2 	    64 	   75 	     58.2 	    75 	   67 	
	 NP_418187 	 WP_038492341 	     58.2 	    65 	   66 	     58.2 	    66 	   64 	
	 NP_415593 	 WP_003515114 	     58.2 	    52 	   80 	     57.8 	    74 	   54 	
	 NP_417152 	 WP_003514897 	     58.2 	   100 	  100 	     58.2 	   100 	  100 	
	 NP_418466 	 WP_038491416 	     57.8 	    83 	   76 	     57.8 	    75 	   84 	
	 NP_417374 	 WP_038492742 	     57.8 	    80 	   95 	     57.4 	    81 	   82 	
	 NP_418727 	 WP_013636617 	     57.8 	    74 	   70 	     57.8 	    69 	   74 	
	 NP_416047 	 WP_038489563 	     57.8 	    74 	   65 	     57.8 	    65 	   75 	
	 NP_416166 	 WP_003519277 	     57.8 	    85 	   87 	     57.8 	    82 	   85 	
	 NP_414564 	 WP_003493474 	       57 	   100 	   98 	       57 	    99 	  100 	
	 NP_418276 	 WP_003514811 	       57 	    77 	   95 	       57 	    86 	   79 	
	 NP_418371 	 WP_003506183 	     56.6 	    91 	   93 	     56.6 	    93 	   97 	
	 NP_418194 	 WP_003511697 	     56.6 	    89 	  105 	     55.8 	    77 	   78 	
	 NP_415157 	 WP_013636055 	     56.6 	    80 	   84 	     56.6 	    82 	   82 	
	 NP_417296 	 WP_038493370 	     56.6 	    72 	   43 	     40.4 	    21 	   21 	
	 NP_417296 	 WP_038495677 	     56.6 	    72 	   43 	     40.4 	    21 	   21 	
	 NP_416223 	 WP_013635290 	     55.8 	    61 	   33 	     55.8 	    31 	   61 	
	 NP_416846 	 WP_003515621 	     55.5 	    57 	   63 	     55.5 	    61 	   60 	
	 NP_415172 	 WP_038492970 	     55.5 	    69 	   75 	     55.5 	    73 	   73 	
	 NP_417214 	 WP_003511251 	     55.1 	    92 	   87 	     55.5 	    83 	  105 	
	 NP_415282 	 WP_013636838 	     54.7 	    31 	   60 	     39.3 	    61 	   30 	
	 YP_588437 	 WP_003497670 	     54.7 	    89 	  100 	     54.7 	   100 	   89 	
	 NP_418123 	 WP_038493883 	     54.3 	    46 	   48 	     54.7 	    47 	   47 	
	 NP_415928 	 WP_038492888 	     54.3 	    46 	   94 	     54.3 	    93 	   50 	
	 NP_415577 	 WP_003518155 	     53.9 	    99 	   94 	     63.5 	    89 	  105 	
	 NP_417274 	 WP_013636627 	     53.9 	    38 	   71 	     53.9 	    64 	   39 	
	 NP_415123 	 WP_038492382 	     53.5 	    87 	   95 	     65.9 	    82 	   82 	
	 NP_417896 	 WP_038496408 	     53.5 	    32 	   27 	     53.5 	    28 	   35 	
	 NP_416766 	 WP_038491582 	     53.5 	    96 	   91 	     53.5 	    86 	  100 	
	 NP_418558 	 WP_038496667 	     53.5 	    80 	   74 	     53.5 	    74 	   79 	
	 NP_414956 	 WP_003503059 	     53.1 	    65 	   61 	     53.1 	    62 	   65 	
	 NP_415398 	 WP_038495330 	     53.1 	    73 	   76 	     53.1 	    73 	   75 	
	 YP_026290 	 WP_046205632 	     53.1 	    94 	   95 	     53.1 	    91 	   98 	
	 NP_415600 	 WP_003515109 	     52.8 	    61 	   68 	     52.8 	    66 	   61 	
	 NP_417965 	 WP_013760971 	     52.8 	    29 	   27 	     52.8 	    26 	   29 	
	 NP_418713 	 WP_038497316 	     52.8 	    86 	   88 	     53.1 	    88 	   86 	
	 NP_415433 	 WP_038490873 	     52.4 	    32 	   33 	     49.7 	    33 	   36 	
	 NP_416873 	 WP_013635221 	       52 	    96 	   99 	     42.7 	    97 	   99 	
	 NP_417091 	 WP_003511341 	       52 	    54 	   71 	       52 	    69 	   59 	
	 NP_416782 	 WP_003496445 	       52 	    99 	   98 	     63.2 	    98 	  100 	
	 NP_415487 	 WP_038489658 	       52 	    21 	   21 	     60.1 	    21 	   20 	
	 NP_417673 	 WP_003516321 	     51.6 	    72 	   71 	     63.9 	    89 	   91 	
	 NP_416569 	 WP_003514935 	     51.6 	    82 	   44 	     51.6 	    43 	   84 	
	 NP_418085 	 WP_003511258 	     51.6 	    45 	   40 	     51.6 	    36 	   45 	
	 NP_418264 	 WP_038489579 	     51.6 	    83 	   88 	     51.6 	    79 	   85 	
	 NP_415144 	 WP_038490587 	     51.6 	    76 	   79 	       52 	    63 	   76 	
	 NP_416267 	 WP_038489779 	     50.8 	    52 	   63 	     50.8 	    62 	   53 	
	 NP_418613 	 WP_038492435 	     50.8 	    44 	   47 	     50.8 	    42 	   49 	
	 NP_415856 	 WP_013635178 	     50.1 	    53 	   54 	     50.1 	    54 	   55 	
	 NP_414898 	 WP_026330955 	     50.1 	    78 	   69 	     50.1 	    64 	   81 	
	 NP_418152 	 WP_038489931 	     50.1 	    62 	   72 	     50.1 	    69 	   68 	
	 NP_416680 	 WP_038490381 	     49.7 	    54 	   84 	     49.7 	    83 	   64 	
	 NP_416296 	 WP_025592866 	     49.3 	    92 	   82 	     49.3 	    79 	   95 	
	 NP_416648 	 WP_003514404 	     49.3 	    45 	   74 	     48.1 	    69 	   30 	
	 NP_416929 	 WP_038489521 	     48.9 	    69 	   59 	     48.9 	    59 	   72 	
	 NP_417927 	 WP_003511363 	     48.9 	   100 	  103 	     48.9 	   100 	  100 	
	 NP_416135 	 WP_003519268 	     48.9 	    55 	   56 	     48.9 	    54 	   55 	
	 NP_416459 	 WP_003515115 	     48.9 	    78 	   78 	     34.7 	    57 	   61 	
	 NP_417427 	 WP_003516688 	     48.9 	    60 	   76 	     55.1 	    89 	   44 	
	 NP_414583 	 WP_003511320 	     48.9 	    84 	   87 	     53.5 	    85 	   84 	
	 NP_415078 	 WP_013635267 	     48.9 	    30 	   23 	     48.9 	    23 	   30 	
	 NP_414758 	 WP_004431819 	     48.9 	    38 	   38 	     48.9 	    36 	   38 	
	 NP_417973 	 WP_038494576 	     48.5 	    35 	   34 	     48.5 	    34 	   37 	
	 NP_417537 	 WP_003498359 	     48.1 	    99 	   93 	     48.1 	    89 	   98 	
	 NP_418403 	 WP_003513214 	     48.1 	    85 	   92 	     48.1 	    76 	   86 	
	 NP_417351 	 WP_038491890 	     48.1 	    46 	  101 	     48.1 	    94 	   53 	
	 NP_415607 	 WP_003514347 	     47.8 	    96 	   91 	     47.8 	    90 	   98 	
	 NP_416275 	 WP_038496453 	     47.4 	    72 	   95 	     47.4 	    81 	   73 	
	 NP_418321 	 WP_003511829 	     47.4 	    90 	   95 	     47.4 	    87 	   97 	
	 NP_417554 	 WP_038497210 	     47.4 	    88 	   93 	     47.4 	    93 	   88 	
	 NP_415311 	 WP_013636769 	       47 	    96 	   88 	       47 	    82 	   98 	
	 NP_417761 	 WP_003495212 	     46.6 	    93 	   80 	     46.6 	    81 	   93 	
	 NP_418158 	 WP_013635393 	     46.6 	    65 	   66 	     47.8 	    67 	   65 	
	 NP_415201 	 WP_025592593 	     46.2 	    89 	   85 	     46.2 	    83 	   96 	
	 YP_026270 	 WP_038491224 	     45.8 	    54 	   38 	     61.2 	    39 	   54 	
	 NP_417816 	 WP_003516807 	     45.8 	    51 	   71 	     45.8 	    70 	   51 	
	 NP_416584 	 WP_003514584 	     45.8 	    43 	   75 	     45.8 	    76 	   42 	
	 NP_418099 	 WP_003514873 	     45.8 	    59 	   58 	     49.7 	    52 	   59 	
	 NP_417617 	 WP_003514708 	     45.4 	    85 	   92 	     45.4 	    90 	   86 	
	 NP_415999 	 WP_003511906 	     45.4 	    64 	   67 	     45.4 	    66 	   66 	
	 NP_415305 	 WP_038490577 	     45.1 	   100 	  100 	     45.1 	   100 	  103 	
	 NP_417670 	 WP_038489647 	     45.1 	   100 	   50 	     45.1 	    50 	  102 	
	 NP_417873 	 WP_003514783 	     45.1 	    66 	   72 	     45.1 	    71 	   70 	
	 NP_417530 	 WP_003502532 	     45.1 	    80 	   81 	     45.1 	    82 	   81 	
	 NP_415591 	 WP_003515082 	     45.1 	    72 	   79 	     45.1 	    74 	   74 	
	 NP_415391 	 WP_038494281 	     44.7 	    47 	   46 	     44.7 	    46 	   48 	
	 NP_416631 	 WP_003512531 	     44.7 	    44 	   61 	     44.7 	    55 	   44 	
	 YP_026161 	 WP_051489779 	     44.7 	    31 	   65 	     47.4 	    80 	   38 	
	 YP_026220 	 WP_038491286 	     44.3 	    37 	   47 	     43.5 	    47 	   44 	
	 NP_414951 	 WP_038496317 	     44.3 	    61 	   64 	     44.3 	    59 	   64 	
	 NP_415362 	 WP_038492324 	     43.9 	    43 	   39 	     43.9 	    39 	   46 	
	 NP_415559 	 WP_013761025 	     43.9 	    60 	   57 	     43.1 	    81 	   52 	
	 NP_415486 	 WP_003515726 	     43.9 	    67 	   65 	     43.9 	    64 	   67 	
	 NP_416455 	 WP_003515092 	     43.9 	    36 	   39 	     43.9 	    39 	   37 	
	 NP_417667 	 WP_003514763 	     43.9 	    76 	   78 	     43.9 	    75 	   79 	
	 NP_415909 	 WP_003515972 	     43.5 	    59 	   81 	     43.5 	    80 	   62 	
	 NP_416771 	 WP_046205572 	     43.5 	    80 	   90 	     43.5 	    72 	   85 	
	 NP_414689 	 WP_003516655 	     43.1 	    71 	   64 	     43.1 	    62 	   72 	
	 NP_415832 	 WP_038492483 	     43.1 	    12 	    3 	     43.1 	     3 	   13 	
	 NP_415009 	 WP_013636765 	     43.1 	    62 	   77 	     43.1 	    75 	   64 	
	 NP_417952 	 WP_003514961 	     42.7 	    77 	   79 	     42.7 	    79 	   79 	
	 NP_416433 	 WP_038489820 	     42.7 	    22 	   24 	     42.4 	    24 	   21 	
	 NP_418683 	 WP_013635845 	     42.7 	    95 	   98 	     36.6 	    94 	   98 	
	 YP_026199 	 WP_038492814 	     42.7 	    17 	   23 	     42.7 	    21 	   18 	
	 NP_414931 	 WP_025592684 	     42.7 	    21 	   20 	     42.7 	    18 	   22 	
	 NP_417642 	 WP_038492830 	     42.4 	    99 	   80 	     52.8 	    44 	   64 	
	 NP_418280 	 WP_003515599 	     42.4 	    79 	  102 	     57.8 	    96 	   78 	
	 NP_417035 	 WP_003511593 	       42 	    72 	   71 	       42 	    69 	   74 	
	 NP_418159 	 WP_038489704 	       42 	    61 	   58 	       42 	    57 	   62 	
	 NP_418642 	 WP_038492331 	     41.6 	    14 	   12 	     40.8 	     9 	   10 	
	 NP_417632 	 WP_013635516 	     41.6 	    23 	   11 	     41.2 	    11 	   23 	
	 NP_417490 	 WP_013635372 	     41.6 	    60 	   58 	       42 	    56 	   62 	
	 NP_415663 	 WP_038489770 	     41.2 	    46 	   50 	     41.2 	    50 	   48 	
	 NP_418202 	 WP_003513541 	     40.8 	    52 	   81 	     41.2 	    79 	   55 	
	 NP_414672 	 WP_038494373 	     40.4 	    31 	   38 	     40.4 	    37 	   33 	
	 NP_417218 	 WP_038496427 	     40.4 	    58 	   49 	     40.4 	    47 	   60 	
	 NP_418469 	 WP_004431371 	     40.4 	    71 	   83 	     40.4 	    83 	   71 	
	 NP_416081 	 WP_038489955 	     40.4 	    92 	  101 	     40.4 	    99 	   94 	
	 NP_418559 	 WP_038495729 	     39.7 	    34 	   34 	       47 	    33 	   36 	
	 NP_415883 	 WP_013637009 	     39.7 	    76 	   24 	     39.7 	    24 	   81 	
	 NP_417501 	 WP_038496381 	     39.7 	    80 	   84 	     39.7 	    73 	   80 	
	 NP_415105 	 WP_004431579 	     39.3 	    46 	   54 	     39.7 	    54 	   46 	
	 NP_414635 	 WP_003513210 	     39.3 	    62 	   58 	     39.3 	    53 	   63 	
	 NP_417060 	 WP_003512253 	     39.3 	    64 	   65 	     39.3 	    62 	   68 	
	 YP_026226 	 WP_025595237 	     39.3 	     6 	   23 	     39.3 	    20 	    5 	
	 NP_415947 	 WP_038491939 	     39.3 	    52 	   51 	     39.3 	    48 	   51 	
	 NP_416536 	 WP_003511269 	     38.9 	    26 	   26 	     38.9 	    26 	   26 	
	 NP_416908 	 WP_003516176 	     38.9 	    68 	   69 	     50.4 	    66 	   67 	
	 NP_417029 	 WP_003507952 	     38.9 	    28 	   37 	     38.9 	    36 	   29 	
	 NP_417451 	 WP_038497103 	     38.9 	    96 	   90 	     44.7 	    80 	   88 	
	 NP_416770 	 WP_003511069 	     38.9 	    44 	   24 	     38.9 	    23 	   44 	
	 NP_417428 	 WP_038492385 	     38.5 	    76 	   75 	     38.5 	    76 	   81 	
	 NP_414761 	 WP_038496206 	     38.1 	    59 	   52 	     38.1 	    47 	   59 	
	 NP_416035 	 WP_038495772 	     37.7 	    94 	   91 	     37.7 	    90 	   94 	
	 NP_415929 	 WP_038494883 	     37.7 	    11 	   23 	     37.7 	    23 	   11 	
	 NP_418322 	 WP_003511315 	     37.7 	    23 	   26 	     37.7 	    26 	   27 	
	 NP_416088 	 WP_025595440 	     37.7 	    41 	   37 	     37.7 	    38 	   40 	
